A,B,C,D,E,F
100360187282,0.06,,,500132985590,2.35
100348083196,0.35,,,100360187387,0.43
100283877520,0.2,,,802824906738,0.18
500132997865,0.64,,,802633040018,0.1
100363334956,0.11,,,802720987567,0.1
100348083689,0.84,,,802546971930,0.25
100363304114,1.48,,,880149398772788227,0.12
100363334960,0.11,,,802720941821,0.15
100348083693,1.6,,,500132958263,2.15
100363304102,0.98,,,500147998009,0.35
100363334677,0.28,,,802720953129,0.1
100363304125,0.98,,,802632939246,0.15
100363304120,0.24,,,802546973407,0.1
100363304108,0.24,,,802720799725,0.15
100348083695,0.35,,,802720935880,0.1
100363304112,1.78,,,880144044700849833,0.2
200172482544,0.07,,,802720934703,0.1
100363304111,0.78,,,880149866643485297,0.1
200171831341,0.13,,,802632782076,0.05
100363304098,1.04,,,802720833011,0.25
100363304103,0.86,,,802546972847,0.2
100363304100,1.26,,,802633050271,0.1
100348083688,1.26,,,880061365639950944,0.24
200172482284,0.16,,,880149848140283277,0.35
100363304106,1.86,,,802633080618,0.05
200172482093,0.21,,,802824906131,0.08
100348083692,0.15,,,802720911246,0.05
200172482400,0.48,,,802720895636,0.36
100363304126,0.16,,,802720919615,0.15
100348083667,0.35,,,802367166148,0.05
100363304127,1.04,,,802720929447,0.15
100363334650,1.03,,,802720970837,0.15
100363304099,1.14,,,802824920957,0.25
200171831873,0.41,,,560093814424,0.15
100363304101,0.28,,,802824942915,0.1
560093847941,0.09,,,802720867726,0.1
100363334855,0.09,,,100348098237,0.69
100348083690,0.16,,,802720942869,0.14
100293644976,0.29,,,802824906950,0.12
100363334883,0.28,,,802824909921,0.25
200172482257,0.49,,,802720941723,0.15
200172544190,0.24,,,802824945083,0.06
100348083675,0.05,,,100363334844,0.4
100363334501,0.2,,,802824909345,0.25
200172544185,0.25,,,802632648356,0.15
560093847940,0.12,,,802632648356,0.15
200172482111,0.54,,,100363329891,0.35
200172544456,0.2,,,802720832977,0.1
500133889033,0.23,,,880153130159718520,0.05
200172544172,0.82,,,880146365424465095,0.2
100348083665,0.14,,,802720973743,0.08
100348083694,1.04,,,802632889633,0.15
200172482569,0.12,,,802152756668,0.09
560093847944,0.08,,,802633071541,0.2
100348083333,0.09,,,802720974876,0.12
560093847943,0.14,,,802720937175,0.15
500132997864,0.14,,,802720910494,0.15
100348083590,0.22,,,802632799022,0.1
200172544511,0.26,,,802824900147,0.1
100363334149,0.4,,,880149430550435792,0.35
100348083687,0.55,,,802632932570,0.2
500132997853,0.66,,,802720936288,0.1
560093847942,0.2,,,802720967296,0.1
100348083432,0.93,,,802632792998,0.02
100348083570,0.47,,,100363326763,0.69
600046280818,0.32,,,802720931074,0.15
200172544647,0.06,,,500133889368,0.6
560093847939,0.14,,,500127324439,0.6
200172544790,0.27,,,802720894020,0.2
200166997730,12.04,,,500132985806,0.55
100348083586,0.72,,,802367165752,0.55
100348083666,0.14,,,802824903712,0.14
200172482275,8.42,,,880149840741283277,0.88
560093847945,0.13,,,500147990310,1.16
500132997852,0.48,,,500132981975,0.2
200172544453,0.2,,,802547006144,0.1
200172544184,0.24,,,500132962712,0.65
200172482354,17.24,,,802632788686,0.2
200172544174,0.24,,,802633053033,0.05
200172544176,0.22,,,880149312438324681,0.34
200172544458,0.33,,,802546976077,0.1
500132958733,0.04,,,802720958446,0.1
200172482353,14.33,,,500132962729,2.55
200172544171,0.3,,,802632939931,0.4
200172544452,0.73,,,500132955857,4.31
200172544451,0.26,,,880150341607455994,0.25
200172544649,0.12,,,500132985196,0.7
200172544195,0.35,,,100374194379,0.05
200171826206,0.07,,,880141344111566005,0.16
200172544188,0.22,,,100360188513,0.45
200172544460,0.3,,,802633006688,0.1
200172544214,0.25,,,500132985943,0.8
200172544208,0.33,,,802720914122,0.05
200172544182,0.5,,,100363342234,1.15
200172544183,0.27,,,802720942815,0.12
200172544455,0.21,,,100363334718,0.65
200172544186,0.53,,,100325315785,0.05
200172544189,0.26,,,802633048242,0.1
200172544177,0.22,,,880149359637435792,0.35
200172544194,0.04,,,802720867710,0.05
200172544206,0.23,,,802720927726,0.05
200172544193,0.27,,,802720946884,0.1
200172544187,0.25,,,802632938902,0.2
200172544202,0.49,,,802720918545,0.15
200172544462,0.25,,,500132975384,0.54
200172544197,0.22,,,880152494560758924,0.25
200172544652,0.6,,,100363327128,0.5
200172544654,0.11,,,100374194753,1.02
200172544457,0.43,,,802720951359,0.1
200172544651,0.18,,,802720949912,0.1
100374194992,0.23,,,802720893235,0.15
200172544204,0.52,,,100360189580,0.78
200172544191,0.35,,,802720917836,0.15
200172544505,0.14,,,500132988242,0.45
200172544645,0.28,,,802720943613,0.05
200172544199,0.25,,,802632923753,0.4
200172544648,0.1,,,500132997379,0.15
200172544508,0.32,,,802720887906,0.05
200172544891,0.17,,,802632761561,0.04
200172544640,0.09,,,500133889203,0.12
200172544507,0.09,,,802632922714,0.2
200171826200,0.37,,,802633083603,0.15
100391158038,0.24,,,802720956103,0.1
200172544504,0.08,,,880152348393677116,0.15
200172544180,0.26,,,802720937803,0.35
200172544876,6.15,,,100348095909,1.2
200171826209,1.61,,,100348098445,0.7
100391158158,0.05,,,802720898333,0.05
100391158211,0.04,,,100374194440,0.23
200172544196,0.23,,,500133889111,0.2
200172544454,0.25,,,500133889111,0.2
200172544503,0.21,,,802720871367,0.15
200172544200,0.21,,,802720896327,0.15
200172544181,0.26,,,802367166479,0.05
200171826198,0.28,,,802720917152,0.06
500132958611,1.97,,,600046261601,0.22
200172482262,0.17,,,100360196741,0.65
100391158280,0.03,,,802720935753,0.15
500132958221,17.05,,,802633069808,0.12
200172482261,1.27,,,802720950875,0.1
500132958222,18.45,,,802824911708,0.3
100325334151,1.68,,,802633068600,0.15
500132958511,6.55,,,100363304059,0.8
100325334140,14.45,,,802720958778,0.15
500132958213,1.51,,,560093844926,0.4
100348124262,5.77,,,802824922298,0.15
100348093850,0.29,,,802720974162,0.1
100325334142,16.02,,,880150046853081257,0.85
100348124296,13.74,,,802632922690,0.2
100348124264,0.52,,,802633087705,0.05
100348124842,1.25,,,802720964197,0.18
500132958506,1.53,,,802720968114,0.15
100348124401,0.19,,,802633021768,0.2
100348124843,1.15,,,802824912987,0.1
100348124393,0.8,,,100363334933,0.2
100130661825,0.09,,,802720824627,0.14
100348124465,0.29,,,802824909490,0.1
100348124320,0.7,,,802633021517,0.4
100348124321,0.71,,,802633021657,0.2
100325334968,0.1,,,802720965332,0.12
100348124525,0.06,,,802720963494,0.2
100348124464,0.07,,,802720958477,0.1
500132958217,0.8,,,802824946470,0.14
100348124466,0.05,,,802720840695,0.15
500132958214,1.42,,,802632797009,0.1
D00011350058,0.15,,,880150161508657914,0.4
100348124844,1.11,,,880152487734071156,0.1
500132958219,0.64,,,802720922477,0.2
100130661826,0.09,,,100363304651,0.9
100348124389,1.19,,,500147988710,0.15
100348124263,2.02,,,500147988710,0.15
100348124392,2.04,,,802720982857,0.1
100348124261,4.2,,,802824922261,0.15
560070455146,0.27,,,802633055766,0.15
500132958485,0.65,,,100374194752,0.98
100325334141,17.02,,,802633074995,0.1
100391158421,0.04,,,880150303695263075,0.15
500132958508,1.14,,,802546960410,0.2
100360196770,13.4,,,500132995550,43
100360196714,8.04,,,200171831418,0.08
100360196702,0.46,,,500132955502,0.3
500132958514,0.99,,,802824946168,0.16
100360196497,4.7,,,802632788326,0.05
500132958215,1.42,,,802720871057,0.05
100360196705,0.07,,,802633071907,0.15
100360196819,0.41,,,802632740136,0.52
100360196771,0.7,,,880149233008778126,0.86
100360196772,1.39,,,802720976286,0.1
100360196710,0.39,,,802632858434,0.2
100360196506,0.13,,,880150247993839732,0.3
500132958517,1.5,,,880152950911930742,0.5
100360196364,1.4,,,802824912414,0.15
100360196699,0.56,,,802720974028,0.06
500132958218,0.81,,,802632764583,0.1
100360196703,0.21,,,500148572453,1
500132958209,1.41,,,802632934052,0.55
D00017352598,0.47,,,100286960970,0.22
100360196569,0.95,,,500148572613,0.45
100360196505,4.29,,,802633042506,0.08
100360196821,4.69,,,802720909942,0.04
100360196768,0.87,,,802633047157,0.1
100360196704,1.93,,,802720899551,0.15
200166987495,0.17,,,880153482272001459,0.32
100360196769,0.35,,,600066068962,1.4
100360196711,0.76,,,802824922004,0.1
100360196700,0.22,,,880149416267748823,0.4
100360196701,0.37,,,100363304806,0.15
100360196572,0.42,,,802633043624,0.1
100360196573,0.46,,,802633081449,0.15
D00011350550,0.87,,,802633085415,0.15
100360196773,0.69,,,802720968249,0.15
D00017352424,1.41,,,802720958331,0.1
100360196565,0.46,,,802633083542,0.5
500132958208,1.42,,,802720883743,0.15
100360196563,0.22,,,802632928333,0.16
100360196560,0.44,,,802720920241,0.15
100360196564,0.21,,,802720907679,0.15
100360196568,0.24,,,880149281611728621,0.25
500132958483,2.03,,,802720913338,0.1
100360196685,0.39,,,100363342231,1.25
100360196691,0.24,,,802824945699,0.1
100360196697,0.44,,,500147988556,0.05
500132958504,1.04,,,802824915854,0.15
100360196687,0.78,,,802720975123,0.15
100360196571,0.37,,,802367165416,0.25
500132958520,1.4,,,802824920571,0.2
100391158480,0.27,,,880150317160536702,0.9
100360196694,0.7,,,802633061332,0.15
100360196555,0.43,,,802720911538,0.15
100360196706,1.21,,,880149997408889237,0.35
100360196567,1.87,,,200171838301,2
100360196554,0.44,,,500133889370,0.25
100391158542,0.05,,,802824921749,0.25
100360196570,0.55,,,100363334110,0.25
100360196558,0.43,,,802632923726,0.15
100360196693,0.44,,,880151955187859934,0.18
100360196686,0.72,,,200172513032,0.45
100360196698,0.44,,,802720942236,0.15
100360196765,0.12,,,802824902389,0.1
100360196681,0.44,,,802546975257,0.2
100360196559,0.66,,,500147990749,0.28
100360196820,0.37,,,802720962342,0.1
100360196561,0.24,,,500147980408,0.48
100360196695,0.24,,,100374194279,0.35
100360196680,0.44,,,560079866677,0.07
100360196696,0.42,,,100360418903,0.55
100360196557,0.28,,,802824909009,0.25
100360196684,0.79,,,100363327253,0.48
100360196689,0.39,,,100360189214,1.8
100360196692,0.23,,,880151217229001459,0.15
100391172560,0.63,,,802633067589,0.08
100360196690,0.87,,,100363304060,0.15
100360196562,0.75,,,600093478426,1.1
100360196682,0.81,,,802824948858,0.12
100360196556,2.2,,,802720974866,0.24
100360196688,2.52,,,802633074872,0.25
100360196553,3.06,,,200166959962,1.43
100360196566,1.45,,,802824907972,0.1
100360196683,0.9,,,802720929177,0.15
500127330973,2.29,,,802824945711,0.15
100325340848,0.32,,,802633012090,0.1
100363326791,4.36,,,802546978055,0.25
500127330571,4.46,,,802633072233,0.12
500127330740,1.18,,,802632782829,0.05
500132995879,0.23,,,802152756238,0.1
560040757430,0.48,,,802720844213,0.05
100260679956,3.92,,,100348124971,0.21
560040757428,0.39,,,802720899776,0.15
100391174116,1.35,,,880152487723788227,0.15
500132995857,0.34,,,802720931878,0.04
500127330732,0.3,,,802720945037,0.12
100260679377,0.3,,,802720950611,0.1
560040757429,0.39,,,D00017352233,4.82
500132995855,0.25,,,D00017352233,4.82
500132958223,0.0,,,802720922555,0.1
100016520751,0.67,,,100374194280,3.25
500132958220,0.0,,,880150007318374186,0.3
500132995869,0.33,,,802632757908,0.1
500127330739,0.16,,,560079876460,0.06
500132958210,0.0,,,802720936418,0.15
100363326749,0.06,,,500148572901,1.37
100363326747,0.06,,,100363326076,0.05
100363326748,0.06,,,802824922542,0.2
500132958211,0.0,,,802720906020,0.05
100363326746,0.06,,,880151474913243873,0.2
100363326745,0.06,,,802633072116,0.05
100348109750,0.06,,,802720973776,0.14
500132958216,0.0,,,802632877411,0.05
500132958518,0.0,,,802632705466,0.1
100348109759,0.06,,,880151339528556904,0.88
100348109753,0.06,,,880151379729637712,0.45
100260698175,0.19,,,880152574086223671,0.4
500132995867,0.33,,,802720952511,0.05
500132995868,0.48,,,802547009314,0.15
500132958516,0.0,,,100374198118,1.22
100348109887,0.32,,,802547008193,0.1
500132995866,0.61,,,802633063891,0.12
200166969599,0.26,,,802824912022,0.16
500127330747,2.73,,,802720971003,0.15
100363326772,0.22,,,880149848134192368,0.35
100363326471,0.3,,,802720874718,0.05
100363326774,0.18,,,802720923933,0.1
500127330743,0.47,,,802720932849,0.16
500132958489,0.0,,,802720851709,0.15
500127330748,0.44,,,802633022332,0.1
100363326822,0.49,,,802824901481,0.15
100363326821,0.48,,,802824902979,0.1
100363326823,0.45,,,802632744756,0.45
500127330744,0.41,,,802824942517,0.3
500127330746,0.64,,,802720841315,0.05
100363326421,0.35,,,880152450730809439,0.34
100363326422,0.34,,,802720927958,0.05
100391174746,1.34,,,100363311209,0.2
100363326427,0.36,,,802720933091,0.1
100363326424,0.35,,,100360196545,0.35
100363326425,0.35,,,802633065042,0.1
500132958495,0.0,,,802633019172,0.08
100363326423,0.36,,,802720902904,0.15
100391174833,0.24,,,500127324420,0.6
100363326426,0.35,,,802720940396,0.16
100325340844,6.11,,,802632799223,0.1
500127330980,0.45,,,100363311162,0.1
500127330977,0.38,,,802720817124,0.16
500127330976,0.72,,,500132995770,0.15
500132958493,0.0,,,880152709131283277,0.25
100360188417,0.43,,,500132953953,0.3
100360188413,0.47,,,802720929569,0.22
500127330972,1.36,,,880153795042354984,0.8
100360188472,0.46,,,802720888724,0.15
100325340889,0.57,,,802720863688,0.1
100360188414,0.49,,,500132985335,0.55
100391174862,0.08,,,500132985335,0.55
100360188420,0.43,,,880151388625960045,0.75
100391175339,0.83,,,802720942684,0.14
100360188419,0.53,,,880148596275920641,0.4
100360188469,0.45,,,802720915866,0.08
100360188412,0.41,,,802633011659,0.12
100360188473,0.47,,,802824903813,0.15
100391175340,0.84,,,500133889441,0.36
500127330971,0.76,,,802633011743,0.12
500132958512,0.0,,,802720884905,0.1
100360188471,0.46,,,802720899823,0.1
100325340849,1.6,,,802720856205,0.1
500132995865,0.38,,,500133889815,0.26
500132958510,0.0,,,802547009011,0.1
500127330978,1.16,,,802824905790,0.06
100391175907,0.19,,,802632766798,0.1
100360188411,0.52,,,802633076392,0.06
500132958487,0.0,,,802824923268,0.15
100360188418,0.45,,,802632783330,0.05
100363326047,0.4,,,500132962590,0.55
100348092667,1.44,,,100363342267,0.45
100348092664,0.16,,,802824922933,0.2
802152757177,0.19,,,880147911812970146,0.3
802152757349,0.64,,,802824924408,0.15
802152756990,0.45,,,802824918508,0.15
802152757357,0.1,,,802720933470,0.1
802152757045,0.1,,,600066068781,0.2
802152757055,0.13,,,600066068880,2.45
500132958515,0.0,,,802547007528,0.15
802152757111,0.15,,,802632933854,0.2
802152757307,0.09,,,802720886800,0.2
802152757182,0.13,,,100374194749,0.9
802152757288,0.09,,,100363326186,5.05
802152757025,0.09,,,802720859824,0.06
500132958513,0.0,,,802720894390,0.2
802152757256,0.13,,,802824912712,0.1
802152757368,0.12,,,802547004067,0.15
802152757291,0.1,,,802546896168,0.12
500132958154,0.0,,,802720951084,0.1
802152757198,0.08,,,500132962595,0.4
802152757395,0.11,,,560079850547,0.3
802152757072,0.08,,,802546973470,0.2
802152757203,0.23,,,560093813532,0.7
100348092665,0.2,,,880152520791738722,0.1
500132958519,0.0,,,100363334502,0.8
802152757035,0.19,,,100360187403,0.1
100348092668,1.0,,,802633021906,0.2
100348092666,0.73,,,802720940298,0.08
100363326041,0.06,,,802632922556,0.2
802152757061,0.09,,,100374194546,0.35
802152757236,0.1,,,802824919272,0.3
802152757243,0.13,,,100348095824,0.45
802152757279,0.08,,,802720972544,0.1
802152757163,0.08,,,500132958502,1.1
802152757146,0.12,,,880147688142748823,0.55
802152757327,0.09,,,802720938093,0.1
802152757215,0.12,,,802633066996,0.15
100348109325,0.08,,,802720929386,0.1
100348109360,0.43,,,802720933194,0.1
500127330572,5.79,,,802633054872,0.15
500132958212,0.0,,,802633019380,0.1
802152757317,0.11,,,802824948267,0.1
802152757102,0.12,,,802632922795,0.05
802152757098,0.14,,,802632936346,0.15
802152757221,0.16,,,100374194529,4.3
802152757122,0.09,,,500148572842,0.55
802152757380,0.1,,,200172513093,1.2
802152757260,0.14,,,802632770397,0.1
802152757339,0.12,,,802720912485,0.15
802152757135,0.16,,,802632789000,0.16
802152757372,0.13,,,100374194299,0.25
802152757087,0.1,,,100360197880,1.76
100348092493,0.27,,,802633066876,0.1
100360188470,0.5,,,880151142406708429,0.1
500127330975,0.35,,,802720934300,0.15
500127330974,0.3,,,802720972030,0.15
100360188410,0.44,,,802633022348,0.45
100348092492,0.12,,,100360189373,1.03
500132995877,0.29,,,802720922970,0.1
500127330979,0.37,,,802633051971,0.1
500127330998,0.13,,,802720947184,0.14
100325340846,1.16,,,802720927107,0.08
100325340842,21.92,,,100360188832,0.2
100325340841,1.66,,,802824920479,0.1
100325340843,8.7,,,802720885004,0.1
100363326247,4.87,,,802720791686,0.15
100348109447,3.33,,,802367164787,0.35
100325340847,11.65,,,100348079530,5.7
500127330577,14.75,,,600093478445,0.25
100363326269,5.03,,,802633087841,0.1
100363326243,5.0,,,880147854932091358,0.1
100363326259,4.95,,,802720920048,0.18
100363326439,15.42,,,100363326146,5.4
100363326042,0.23,,,802546974729,0.3
100363326040,0.78,,,880150762208809439,0.5
100363326264,1.33,,,802824924127,0.35
100363326251,1.05,,,802720939475,0.1
100391186502,0.75,,,802633072301,0.15
100363326254,4.98,,,500132955470,0.35
100363326245,4.82,,,802824902939,0.15
100363326255,4.89,,,500132985592,11.75
100391188471,0.28,,,200166959980,0.56
100363326235,5.05,,,100348095835,0.8
100363326250,4.9,,,100363304058,2.15
100363326237,4.97,,,880146248179354984,0.38
100363326263,4.94,,,500132955471,0.35
100363326253,5.02,,,802633069285,0.15
100363326238,4.96,,,802720899510,0.2
500127330745,6.67,,,802633018971,0.12
100363326233,3.71,,,802633071243,0.08
100363326262,4.99,,,100363334758,0.55
100363326241,4.88,,,500132955609,0.07
100363326261,4.87,,,802633022465,0.2
100363326899,1.34,,,802720940572,0.08
100363326892,1.14,,,802633040636,0.1
100391190777,7.53,,,880150949663112560,0.5
100363326854,1.13,,,802632797101,0.06
100363326891,1.33,,,802632793194,0.05
100363326893,1.1,,,802720885497,0.2
100363326496,1.06,,,802720924104,0.1
100363326240,10.57,,,802720946101,0.1
100363326258,4.99,,,200172482132,0.1
500127330741,12.93,,,880149882067061055,0.4
560049981384,1.25,,,802824943170,0.12
100363326894,1.1,,,802824902640,0.1
100363326896,1.1,,,802633073049,0.2
100363326895,0.95,,,802633058338,0.12
100363326898,1.33,,,100348084132,0.08
100363326897,1.11,,,802824907829,0.16
100363326797,10.34,,,560093847223,0.25
100363326811,7.38,,,802632924731,0.15
100363326246,4.91,,,802824916686,0.4
100363326244,4.91,,,802633073092,0.2
100363326249,4.87,,,802720976690,0.1
100363326248,4.88,,,802720953701,0.15
100363326256,4.9,,,802632753408,0.1
100348095946,0.8,,,100363327211,0.65
100363326265,3.6,,,880143774857243873,0.2
100363326268,4.91,,,500132955645,0.15
200172471006,0.9,,,802633077334,0.05
100363326239,4.84,,,802632896206,0.05
100348095947,0.25,,,802720947419,0.4
100363326257,3.65,,,802632938676,0.05
100348095925,0.4,,,500132955845,0.35
100363326242,3.65,,,802720947951,0.1
100363326234,3.58,,,802632923489,0.35
100363326236,1.31,,,880152419206485297,0.36
100348095941,0.4,,,802633069485,0.15
100363326266,3.62,,,802633068157,0.08
100348095864,0.6,,,802547008858,0.2
100363326260,4.88,,,802824961059,0.25
100348095939,0.1,,,880154963807091358,0.7
100363326267,5.0,,,880149471223192368,0.35
100348095929,0.15,,,802824901796,0.15
100363326252,15.76,,,802720908867,0.05
100348095942,0.1,,,802632763895,0.15
100348095945,0.05,,,802632786935,0.1
500127330742,11.37,,,802633067684,0.15
